"ID";"CIDADE TITULO";"Tipo";"Data";"UF";"Cidade/Região";"Quantidade de municípios";"Realizada";"Relatório";"Participantes Soc. Civil";"Participantes Poder Público";"Participantes Conselhos";"Participantes convidados";"Participantes Observadores";"Total Participantes";"Proposta Eixo 1";"Propostas Eixo 2";"Propostas Eixo 3";"Propostas Eixo 4";"Total de propostas";"Delegados Sociedade Civil";"Delegados Poder Público";"Delegados Conselhos";"Total de delegados"
446;"Visconde do Rio Branco";"Municipal";30/11/11;"MG";"Visconde do Rio Branco";1;"SIM";"FINALIZADO";42;21;7;20;12;102;2;2;4;5;13;3;3;2;8
447;"Anahy";"Regional";01/12/11;"PR";"Anahy, Boa Vista da Aparecida, Braganey, Cafelândia, Capitão Leônidas Marques, Cascavel, Céu Azul, Corbélia, Diamante d'Oeste, Entre Rios do Oeste, Formosa do Oeste, Foz do Iguaçu, Guaíra, Iguatu, Iracema do Oeste, Itaipulândia, Jesuítas, Lindoeste, Marechal Cândido Rondon, Maripá, Matelândia, Medianeira, Mercedes, Nova Aurora, Nova Santa ";39;"SIM";"FINALIZADO";43;61;15;20;2;141;5;6;4;5;20;34;20;4;58
448;"Boa Vista ";"Livre";01/12/11;"RR";"Boa Vista - EE Dr. Luiz Rittler de Lucena (Noturno)";0;"SIM";"FINALIZADO";203;24;3;0;0;230;1;1;0;8;10;0;0;0;0
449;"Boa Vista ";"Livre";01/12/11;"RR";"Boa Vista - EE Dr. Luiz Rittler de Lucena (Vespertino)";0;"SIM";"FINALIZADO";238;25;12;0;0;275;1;2;0;7;10;0;0;0;0
450;"Boa Vista ";"Livre";01/12/11;"RR";"Boa Vista - EE Professora Coema Souto Maior Nogueira (Matutino)";0;"SIM";"FINALIZADO";263;32;4;0;0;299;1;4;2;6;13;0;0;0;0
451;"Boa Vista ";"Livre";01/12/11;"RR";"Boa Vista - EE Professora Coema Souto Maior Nogueira (Vespertino)";0;"SIM";"FINALIZADO";220;15;2;0;0;237;0;3;1;6;10;0;0;0;0
452;"Brasnorte";"Municipal";01/12/11;"MT";"Brasnorte";1;"SIM";"FINALIZADO";14;12;6;0;0;32;7;4;5;4;20;5;5;6;16
453;"Mogi das Cruzes";"Municipal";01/12/11;"SP";"Mogi das Cruzes";1;"SIM";"FINALIZADO";16;6;9;179;2;212;5;3;3;4;15;3;4;3;10
454;"Moreno";"Municipal";01/12/11;"PE";"Moreno";1;"SIM";"FINALIZADO";22;27;5;29;0;83;6;4;5;5;20;5;3;2;10
455;"Tomar do Geru";"Municipal";01/12/11;"SE";"Tomar do Geru";1;"SIM";"FINALIZADO";99;24;5;0;0;128;4;6;6;4;20;7;1;2;10
456;"Goiânia";"Estadual";01/12/11;"GO";"Goiânia";0;"SIM";"FINALIZADO";53;33;15;44;7;152;4;4;6;6;20;30;12;5;47
457;"Piraúba";"Municipal";02/12/11;"MG";"Piraúba";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
458;"Açucena";"Regional";02/12/11;"MG";"Açucena, Belo Oriente, Coronel Fabriciano, Iapu, Naque, Periquito, Tarumirim";7;"SIM";"FINALIZADO";76;26;23;30;11;166;5;5;5;5;20;4;3;2;9
459;"Altaneira";"Municipal";02/12/11;"CE";"Altaneira";1;"SIM";"FINALIZADO";55;27;9;20;11;122;4;5;4;3;16;6;3;1;10
460;"Alto Paraíso";"Regional";02/12/11;"PR";"Alto Paraíso, Alto Piquiri, Altônia, Brasilândia do Sul, Cafezal do Sul, Cianorte, Cidade Gaúcha, Cruzeiro do Oeste, Douradina, Esperança Nova, Francisco Alves, Guaporema, Icaraíma, Indianópolis, Iporã, Ivaté, Japurá, Jussara, Maria Helena, Mariluz, Nova Olímpia, Perobal, Pérola, Rondon, São Jorge do Patrocínio, São Manoel do Paraná, São Tomé, Tapejara, Tapira, Tuneiras do Oeste,  Umuarama, Xambrê";32;"SIM";"FINALIZADO";96;32;32;10;1;171;5;4;7;4;20;12;7;2;21
461;"Boa Vista ";"Livre";02/12/11;"RR";"Boa Vista - EE Euclides da Cunha";0;"SIM";"FINALIZADO";302;12;0;0;0;314;1;2;1;6;10;0;0;0;0
462;"Boa Vista ";"Livre";02/12/11;"RR";"Boa Vista - EE Maria das Dores Brasil";0;"SIM";"FINALIZADO";241;18;2;0;0;261;0;5;0;5;10;0;0;0;0
463;"Boa Vista ";"Livre";02/12/11;"RR";"Boa Vista - EE Maria Raimunda Mota Andrade";0;"SIM";"FINALIZADO";189;23;2;0;0;214;1;2;0;7;10;0;0;0;0
464;"Brejo Santo";"Municipal";02/12/11;"CE";"Brejo Santo";1;"SIM";"FINALIZADO";30;27;10;3;3;73;5;5;4;5;19;3;2;1;6
465;"Carlos Chagas";"Municipal";02/12/11;"MG";"Carlos Chagas";1;"SIM";"FINALIZADO";42;21;8;26;1;98;4;4;3;4;15;2;2;2;6
466;"Ibicaraí";"Municipal";02/12/11;"BA";"Ibicaraí";1;"SIM";"FINALIZADO";38;63;6;16;17;140;6;4;5;5;20;0;2;0;2
467;"Ipaumirim";"Municipal";02/12/11;"CE";"Ipaumirim";1;"SIM";"FINALIZADO";21;32;10;3;2;68;5;5;6;4;20;6;3;1;10
468;"Porto Alegre";"Municipal";02/12/11;"RS";"Porto Alegre";1;"SIM";"FINALIZADO";70;39;28;5;4;146;5;4;6;5;20;18;9;3;30
469;"Russas";"Municipal";02/12/11;"CE";"Russas";1;"SIM";"FINALIZADO";21;54;7;1;0;83;5;5;5;5;20;11;6;2;19
470;"São Francisco do Pará ";"Municipal";02/12/11;"PA";"São Francisco do Pará ";1;"SIM";"FINALIZADO";16;4;9;6;2;37;6;5;2;4;17;2;1;1;4
471;"Salvador";"Livre";03/12/11;"BA";"Salvador";0;"SIM";"FINALIZADO";8;32;0;0;0;40;0;0;0;10;10;0;0;0;0
472;"Boa Vista ";"Livre";05/12/11;"RR";"Boa Vista - EE Fagundes Varela";0;"SIM";"FINALIZADO";261;11;0;0;0;272;0;3;0;7;10;0;0;0;0
473;"Boa Vista ";"Livre";05/12/11;"RR";"Boa Vista - EE São José";0;"SIM";"FINALIZADO";192;18;2;0;0;212;0;5;0;5;10;0;0;0;0
474;"Itapecuru Mirim";"Regional";05/12/11;"MA";"Itapecuru Mirim, Anajatuba, Belágua, Cantanhede, Matões do Norte, Miranda do Norte, Nina Rodrigues, Pirapemas, Presidente Vargas, São Benedito do Rio Preto, Urbano Santos, Vargem Grande ";12;"SIM";"FINALIZADO";34;28;10;12;4;88;5;5;6;4;20;12;6;2;20
475;"Pacaraima";"Municipal";05/12/11;"RR";"Pacaraima";1;"SIM";"FINALIZADO";98;7;4;4;1;114;5;4;8;3;20;3;2;1;6
476;"Tapera";"Regional";05/12/11;"RS";"Tapera, Almirante Tamandaré do Sul, Boa Vista do Cadeado, Boa Vista do Incra, Carazinho, Colorado, Coqueiros do Sul, Cruz Alta, Fortaleza dos Valos, Ibirubá, Lagoa dos três Cantos, Não-Me-Toque, Quinze de Novembro, Saldanha Marinho, Santa Bárbara do Sul, Santo Antônio do Planalto, Selbach, Tapera, Victor Graeff";18;"SIM";"FINALIZADO";23;62;33;3;2;123;4;5;5;3;17;7;11;7;25
477;"Acarape";"Municipal";06/12/11;"CE";"Acarape";1;"SIM";"FINALIZADO";5;49;4;0;0;58;3;3;3;2;11;1;5;4;10
478;"Aracoiaba";"Municipal";06/12/11;"CE";"Aracoiaba";1;"SIM";"FINALIZADO";23;20;9;9;3;64;1;1;1;1;4;6;3;1;10
479;"Barra da Estiva";"Municipal";06/12/11;"BA";"Barra da Estiva";1;"SIM";"FINALIZADO";116;56;15;14;10;211;7;5;3;5;20;6;3;1;10
480;"Boa Vista ";"Livre";06/12/11;"RR";"Boa Vista - EE Antônia Coelho de Lucena";0;"SIM";"FINALIZADO";191;15;0;0;0;206;0;5;0;5;10;0;0;0;0
481;"Boa Vista ";"Livre";06/12/11;"RR";"Boa Vista - EE Lobo d Almada";0;"SIM";"FINALIZADO";402;12;1;0;0;415;0;6;0;4;10;0;0;0;0
482;"Candelária";"Regional";06/12/11;"RS";"Candelária, Encruzilhada do Sul, Herveiras, Pantano Grande, Rio Pardo, Santa Cruz do Sul, Sinimbu, Vale do Sol, Vera Cruz";9;"SIM";"FINALIZADO";43;22;7;0;0;72;4;4;5;7;20;17;12;6;35
483;"Costa Rica";"Municipal";06/12/11;"MS";"Costa Rica";1;"SIM";"FINALIZADO";90;46;16;2;0;154;5;5;4;5;19;1;1;1;3
484;"Florianópolis";"Regional";06/12/11;"SC";"Florianópolis, Águas Mornas, Alfredo Wagner, Angelina, Anitápolis, Antônio Carlos, Biguaçu, Canelinha, Garopaba, Governador Celso Ramos, Leoberto Leal, Major Gercino, Nova Trento, Palhoça, Paulo Lopes, Rancho Queimado, Santo Amaro da Imperatriz, São Bonifácio, São João Batista, São José, São Pedro de Alcântara, Tijucas";22;"SIM";"FINALIZADO";100;80;25;35;10;250;4;3;6;7;20;37;21;8;66
485;"Garibaldi";"Municipal";06/12/11;"RS";"Garibaldi";1;"SIM";"FINALIZADO";1;38;18;7;0;64;1;1;1;1;4;1;4;4;9
486;"Paracatu";"Regional";06/12/11;"MG";"Paracatu, Arinos, Bonfinópolis de Minas, Brasilândia de Minas, Buritis, Cabeceira Grande, Chapada Gaúcha, Dom Bosco, Formoso, Guarda-Mor, João Pinheiro, Lagoa Grande, Natalândia, Riachinho, Unaí, Uruana de Minas, Urucuia, Vazante ";18;"SIM";"FINALIZADO";52;48;16;1;0;117;4;3;7;6;20;9;6;3;18
487;"Paragominas";"Municipal";06/12/11;"PA";"Paragominas";1;"SIM";"FINALIZADO";54;106;22;19;2;203;5;4;6;5;20;8;4;1;13
488;"Recife";"Livre";06/12/11;"PE";"Recife";0;"SIM";"FINALIZADO";36;2;2;0;0;40;0;5;0;5;10;0;0;0;0
489;"Santana do Ipanema";"Regional";06/12/11;"AL";"Santana do Ipanema, Olivença, Olho D’Água das Flores, Carneiros, Dois Riachos, Jacaré dos Homens, Maravilha, Poço das Trincheiras, São José da Tapera, Senador Rui Palmeira, Pão de Açúcar, Ouro Branco, Palestina";13;"SIM";"FINALIZADO";120;60;20;21;1;222;5;7;3;5;20;16;7;3;26
490;"Manaus";"Estadual";06/12/11;"AM";"Manaus";0;"SIM";"FINALIZADO";82;33;5;20;20;160;5;7;3;5;20;24;10;4;38
491;"Boa Vista ";"Livre";07/12/11;"RR";"Boa Vista - EE Diva Alves de Lima";0;"SIM";"FINALIZADO";158;18;4;0;0;180;0;4;0;6;10;0;0;0;0
492;"Boa Vista ";"Livre";07/12/11;"RR";"Boa Vista - EE Girassol";0;"SIM";"FINALIZADO";71;28;3;0;0;102;0;2;0;8;10;0;0;0;0
493;"Bom Jesus da Serra";"Municipal";07/12/11;"BA";"Bom Jesus da Serra";1;"SIM";"FINALIZADO";15;5;5;3;2;30;2;2;2;1;7;6;4;2;12
494;"Guarani";"Municipal";07/12/11;"MG";"Guarani";1;"SIM";"FINALIZADO";10;20;5;3;0;38;2;2;2;2;8;2;2;2;6
495;"João Pessoa ";"Livre";07/12/11;"PB";"João Pessoa ";0;"SIM";"FINALIZADO";26;7;0;0;0;33;0;0;0;10;10;0;0;0;0
496;"Madalena";"Municipal";07/12/11;"CE";"Madalena";1;"SIM";"FINALIZADO";33;25;23;4;6;91;6;3;5;6;20;3;2;1;6
497;"Mato Leitão";"Regional";07/12/11;"RS";"Mato Leitão, Passo do Sobrado, Vale Verde, Venâncio Aires";4;"SIM";"FINALIZADO";78;45;33;20;30;206;2;2;4;4;12;10;8;5;23
498;"Rosário";"Regional";07/12/11;"MA";"Rosário, Bacabeira, Barreirinhas, Cachoeira Grande, Humberto de Campos";5;"SIM";"FINALIZADO";13;7;7;119;25;171;8;3;2;3;16;10;8;2;20
499;"Tabuleiro do Norte";"Municipal";07/12/11;"CE";"Tabuleiro do Norte";1;"SIM";"FINALIZADO";101;46;21;15;6;189;5;5;5;5;20;8;5;2;15
500;"Tauá";"Municipal";07/12/11;"CE";"Tauá";1;"SIM";"FINALIZADO";45;23;8;1;4;81;5;5;5;5;20;9;4;2;15
501;"Amargosa";"Municipal";08/12/11;"BA";"Amargosa";1;"SIM";"FINALIZADO";8;26;11;3;3;51;3;6;4;7;20;1;1;0;2
502;"Arneiroz";"Municipal";08/12/11;"CE";"Arneiroz";1;"SIM";"FINALIZADO";8;12;3;11;3;37;5;5;5;5;20;6;3;1;10
503;"Bento Gonçalves ";"Municipal";08/12/11;"RS";"Bento Gonçalves ";1;"SIM";"FINALIZADO";32;41;15;2;4;94;5;5;5;5;20;14;8;4;26
504;"Campo Grande";"Regional";08/12/11;"MS";"Campo Grande, Anastácio, Bandeirantes, Corguinho, Dois Irmãos do Buriti, Jaraguari, Nova Alvorada do Sul, Ribas do Rio Pardo, Rio Brilhante, Rochedo, Sidrolândia, Terenos";12;"SIM";"FINALIZADO";114;56;26;6;0;202;5;5;5;5;20;36;18;6;60
505;"Guarabira ";"Livre";08/12/11;"PB";"Guarabira ";0;"SIM";"FINALIZADO";32;4;1;0;0;37;2;2;1;5;10;0;0;0;0
506;"Ijuí";"Regional";08/12/11;"RS";"Ijuí, Ajuricaba, Bozano, Condor, Nova Ramada, Pejuçara, Augusto Pestana, Catuípe, Cronel Barros, Jóia, Panambi";11;"SIM";"FINALIZADO";0;0;0;0;0;0;3;6;9;2;20;11;3;1;15
507;"Paverama";"Municipal";08/12/11;"RS";"Paverama";1;"SIM";"FINALIZADO";76;9;11;0;2;98;4;1;1;1;7;2;2;2;6
508;"Adrianópolis";"Regional";09/12/11;"PR";"Adrianópolis, Almirante Tamandaré, Araucária, Bocaiúva do Sul, Campina Grande do Sul, Campo Largo, Campo Magro, Cerro Azul, Colombo, Curitiba, Doutor Ulysses, Itaperuçu, Pinhais, Piraquara, Quatro Barras, Rio Branco do Sul, São José dos Pinhais, Tunas do Paraná";18;"SIM";"FINALIZADO";420;210;70;35;12;747;5;5;5;5;20;87;45;15;147
509;"Alto Araguaia";"Municipal";09/12/11;"MT";"Alto Araguaia";1;"SIM";"FINALIZADO";23;40;6;8;1;78;5;4;4;4;17;6;3;1;10
510;"Alto Paraná";"Regional";09/12/11;"PR";"Alto Paraná, Amaporã, Cruzeiro do Sul, Diamante do Norte, Guairaçá, Inajá, Itaúna do Sul, Jardim Olinda, Loanda, Marilena, Mirador, Nova Aliança do Ivaí, Nova Londrina, Paraíso do Norte, Paranacity, Paranapoema, Paranavaí, Porto Rico, Querência do Norte, Santa Mônica, Santo Antônio do Caiuá, São Carlos do Ivaí, São João do Caiuá, São Pedro do Paraná, Tamboara, Terra Rica";28;"SIM";"FINALIZADO";35;42;15;2;0;94;4;6;3;7;20;7;4;1;12
511;"Alvorada do Sul";"Regional";09/12/11;"PR";"Alvorada do Sul, Arapongas, Bela Vista do Paraíso, Cafeara, Cambé, Centenário do Sul, Florestópolis, Guaraci, Ibiporã, Jaguapitã, Jataizinho, Londrina, Lupionópolis, Miraselva, Pitangueiras, Porecatu, Prado Ferreira, Primeiro de Maio, Rolândia, Sabáudia, Sertanópolis, Tamarana ";21;"SIM";"FINALIZADO";51;49;30;38;14;182;6;5;5;4;20;28;14;5;47
512;"Antonina";"Regional";09/12/11;"PR";"Antonina, Guaraqueçaba, Guaratuba, Matinhos, Morretes,  Paranaguá, Pontal do Paraná ";7;"SIM";"FINALIZADO";42;36;18;16;20;132;4;5;6;5;20;16;8;2;26
513;"Antônio Olinto";"Regional";09/12/11;"PR";"Antônio Olinto, Bituruna, Cruz Machado, General Carneiro, Paula Freitas, Paulo Frontin, Porto Vitória, São Mateus do Sul, União da Vitória";9;"SIM";"FINALIZADO";56;31;18;20;33;158;3;4;5;8;20;5;2;1;8
514;"Barreira";"Municipal";09/12/11;"CE";"Barreira";1;"SIM";"FINALIZADO";10;60;4;2;2;78;5;5;5;5;20;6;3;1;10
515;"Cabixi";"Regional";09/12/11;"RO";"Cabixi, Cerejeiras, Chupinguaia, Colorado do Oeste, Corumbiara";5;"SIM";"FINALIZADO";148;41;10;23;23;245;2;8;5;5;20;8;9;7;24
516;"Campo Bonito";"Regional";09/12/11;"PR";"Campo Bonito, Candói, Cantagalo, Catanduvas, Diamante do Sul, Espigão Alto do Iguaçu, Foz do Jordão, Goioxim, Guaraniaçu, Ibema, Laranjeiras do Sul, Marquinho, Nova Laranjeiras, Pinhão, Porto Barreiro, Quedas do Iguaçu, Reserva do Iguaçu, Rio Bonito do Iguaçu, Três Barras do Paraná, Virmond ";20;"SIM";"FINALIZADO";21;32;21;0;0;74;4;7;4;5;20;5;3;1;9
517;"Campos dos Goytacazes";"Livre";09/12/11;"RJ";"Campos dos Goytacazes";0;"SIM";"FINALIZADO";45;38;12;9;1;105;5;5;5;5;20;5;3;1;9
518;"Niterói";"Livre";09/12/11;"RJ";"Niterói";0;"SIM";"FINALIZADO";20;1;2;0;0;23;3;3;1;3;10;0;0;0;0
519;"Nossa Senhora das Dores";"Municipal";09/12/11;"SE";"Nossa Senhora das Dores";1;"SIM";"FINALIZADO";92;93;17;0;9;211;7;4;5;4;20;7;3;2;12
520;"Rio Claro";"Municipal";09/12/11;"SP";"Rio Claro";1;"SIM";"FINALIZADO";31;32;12;10;0;85;5;5;5;5;20;3;1;1;5
521;"Santana do Cariri";"Municipal";09/12/11;"CE";"Santana do Cariri";1;"SIM";"FINALIZADO";9;64;4;7;5;89;6;4;6;4;20;5;3;1;9
522;"Teixeirópolis";"Regional";09/12/11;"RO";"Teixeirópolis, Upá";2;"SIM";"FINALIZADO";15;24;8;0;0;47;4;2;2;2;10;2;2;2;6
523;"Vitória";"Municipal";09/12/11;"ES";"Vitória";1;"SIM";"FINALIZADO";82;49;10;28;0;169;4;2;5;9;20;22;11;4;37
524;"São Bernardo do Campo";"Municipal";10/12/11;"SP";"São Bernardo do Campo";1;"SIM";"FINALIZADO";21;36;7;2;7;73;5;5;5;5;20;24;25;4;53
525;"Boa Vista ";"Livre";12/12/11;"RR";"Boa Vista - EE Olavo Brasil Filho";0;"SIM";"FINALIZADO";158;15;2;0;0;175;0;3;0;7;10;0;0;0;0
526;"Boa Vista ";"Livre";12/12/11;"RR";"Boa Vista - EE Professora Wanda David Aguiar";0;"SIM";"FINALIZADO";156;32;0;0;0;188;1;2;0;7;10;0;0;0;0
527;"Boa Vista ";"Livre";12/12/11;"RR";"Boa Vista - EE Professora Wanda David Aguiar (Vespertino)";0;"SIM";"FINALIZADO";263;18;0;0;0;281;1;2;1;6;10;0;0;0;0
528;"Imperatriz";"Regional";12/12/11;"MA";"Imperatriz, Amarante do Maranhão, Buritirana, Campestre do Maranhão, Davinópolis, Estreito, Governador Edison Lobão,  João Lisboa, Montes Altos, Porto Franco, Ribamar Fiquene, São João do Paraíso, Senador La Rocque ";13;"SIM";"FINALIZADO";67;37;22;2;11;139;1;4;1;1;7;8;11;11;30
529;"Itapiúna";"Municipal";12/12/11;"CE";"Itapiúna";1;"SIM";"FINALIZADO";17;15;5;4;2;43;5;2;4;3;14;5;3;1;9
530;"Livramento de Nossa Senhora";"Municipal";12/12/11;"BA";"Livramento de Nossa Senhora";1;"SIM";"FINALIZADO";22;20;38;4;0;84;5;5;5;5;20;0;0;1;1
531;"Muriaé";"Municipal";12/12/11;"MG";"Muriaé";1;"SIM";"FINALIZADO";27;13;4;20;3;67;3;4;5;8;20;5;3;1;9
532;"Parambu";"Municipal";12/12/11;"CE";"Parambu";1;"SIM";"FINALIZADO";31;21;17;5;1;75;2;3;4;4;13;6;3;1;10
533;"Barroquinha";"Municipal";13/12/11;"CE";"Barroquinha";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
534;"Pedra do Indaiá";"Municipal";13/12/11;"MG";"Pedra do Indaiá";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
535;"Boa Viagem";"Municipal";13/12/11;"CE";"Boa Viagem";1;"SIM";"FINALIZADO";35;20;6;10;10;81;3;3;3;3;12;12;6;2;20
536;"Boa Vista";"Municipal";13/12/11;"RR";"Boa Vista";1;"SIM";"FINALIZADO";62;31;9;4;0;106;4;5;4;7;20;18;9;3;30
537;"Cedro";"Municipal";13/12/11;"CE";"Cedro";1;"SIM";"FINALIZADO";22;40;4;2;0;68;2;2;5;6;15;6;3;1;10
538;"Guaraciaba do Norte";"Municipal";13/12/11;"CE";"Guaraciaba do Norte";1;"SIM";"FINALIZADO";29;44;8;14;5;100;5;5;5;5;20;6;3;1;10
539;"Horizonte";"Municipal";13/12/11;"CE";"Horizonte";1;"SIM";"FINALIZADO";37;114;13;3;0;167;3;5;3;9;20;6;3;1;10
540;"Macapá ";"Livre";13/12/11;"AP";"Macapá - UEAP";0;"SIM";"FINALIZADO";56;5;3;0;0;64;0;0;0;9;9;0;0;0;0
541;"Medeiros Neto";"Municipal";13/12/11;"BA";"Medeiros Neto";1;"SIM";"FINALIZADO";40;10;4;15;5;74;3;1;1;3;8;4;2;0;6
542;"Porteiras";"Municipal";13/12/11;"CE";"Porteiras";1;"SIM";"FINALIZADO";36;53;21;14;0;124;6;4;4;6;20;6;3;1;10
543;"Santa Rosa de Lima";"Municipal";13/12/11;"SE";"Santa Rosa de Lima";1;"SIM";"FINALIZADO";7;4;6;30;5;52;6;5;5;4;20;7;3;2;12
544;"São Benedito";"Municipal";13/12/11;"CE";"São Benedito";1;"SIM";"FINALIZADO";51;25;25;1;1;103;3;3;1;3;10;6;3;1;10
545;"Banabuiú";"Municipal";14/12/11;"CE";"Banabuiú";1;"SIM";"FINALIZADO";20;10;15;7;5;57;3;3;3;3;12;2;1;1;4
546;"Boquim ";"Municipal";14/12/11;"SE";"Boquim ";1;"SIM";"FINALIZADO";84;67;19;10;10;190;4;5;5;6;20;11;3;2;16
547;"Capistrano";"Municipal";14/12/11;"CE";"Capistrano";1;"SIM";"FINALIZADO";8;9;17;9;1;44;5;5;5;5;20;6;3;1;10
548;"Cruz";"Municipal";14/12/11;"CE";"Cruz";1;"SIM";"FINALIZADO";94;47;16;0;0;157;5;5;5;5;20;6;3;1;10
549;"Cruz das Almas";"Municipal";14/12/11;"BA";"Cruz das Almas";1;"SIM";"FINALIZADO";62;45;7;0;0;114;5;4;6;5;20;6;3;1;10
550;"Itaquiraí";"Municipal";14/12/11;"MS";"Itaquiraí";1;"SIM";"FINALIZADO";22;60;20;10;5;117;5;6;5;4;20;3;1;1;5
551;"João Câmara";"Regional";14/12/11;"RN";"João Câmara, Galinhos, Macau, Parazinho, Pedra Grande, Pedro Avelino, São Bento do Norte, São Miguel de Touros, Taipu";9;"SIM";"FINALIZADO";28;18;10;5;0;61;4;5;7;4;20;8;3;1;12
552;"Malhada dos Bois";"Municipal";14/12/11;"SE";"Malhada dos Bois";1;"SIM";"FINALIZADO";27;14;8;0;0;49;3;4;5;8;20;7;1;2;10
553;"Taquarana";"Municipal";14/12/11;"AL";"Taquarana";1;"SIM";"FINALIZADO";35;23;7;0;20;85;6;5;5;4;20;3;4;1;8
554;"Cristinápolis";"Municipal";15/12/11;"SE";"Cristinápolis";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
555;"Alvorada do Gurguéia";"Municipal";15/12/11;"PI";"Alvorada do Gurguéia";1;"SIM";"FINALIZADO";14;19;12;0;0;45;4;4;4;4;16;1;1;1;3
556;"Apiacá";"Regional";15/12/11;"ES";"Apiacá, Atilio Vivacqua, Cachoeiro de Itapemirim, Jerônimo Monteiro, Muqui, Vargem Alta";6;"SIM";"FINALIZADO";16;57;6;8;0;87;5;3;6;6;20;17;8;3;28
557;"Artur Nogueira";"Municipal";15/12/11;"SP";"Artur Nogueira";1;"SIM";"FINALIZADO";19;31;12;5;2;69;4;4;4;4;16;2;1;2;5
558;"Bacabal";"Livre";15/12/11;"MA";"Bacabal";0;"SIM";"FINALIZADO";60;7;0;0;0;67;3;4;3;0;10;0;0;0;0
559;"Bacabal";"Livre";15/12/11;"RR";"Bacabal";0;"SIM";"FINALIZADO";60;7;0;0;0;67;3;4;3;0;10;0;0;0;0
560;"Boa Vista ";"Livre";15/12/11;"RR";"Boa Vista - EE São Vicente (Vespertino)";0;"SIM";"FINALIZADO";89;18;5;0;0;112;0;4;0;6;10;0;0;0;0
561;"Boa Vista ";"Livre";15/12/11;"RR";"Boa Vista - EE São Vicente (Vespertino)";0;"SIM";"FINALIZADO";79;15;3;0;0;97;1;3;0;6;10;0;0;0;0
562;"Caucaia";"Municipal";15/12/11;"CE";"Caucaia";1;"SIM";"FINALIZADO";33;98;10;7;3;151;5;5;5;5;20;11;6;2;19
563;"Cuiabá";"Municipal";15/12/11;"MT";"Cuiabá";1;"SIM";"FINALIZADO";148;12;4;2;3;169;5;5;5;5;20;21;4;4;29
564;"Ererê";"Municipal";15/12/11;"CE";"Ererê";1;"SIM";"FINALIZADO";25;18;4;4;3;54;4;3;7;6;20;6;3;1;10
565;"Esplanada";"Municipal";15/12/11;"BA";"Esplanada";1;"SIM";"FINALIZADO";58;18;8;4;3;91;4;5;4;6;19;6;3;1;10
566;"Fontoura Xavier";"Municipal";15/12/11;"RS";"Fontoura Xavier";1;"SIM";"FINALIZADO";5;12;1;5;4;27;4;4;4;4;16;3;1;0;4
567;"General Sampaio";"Municipal";15/12/11;"CE";"General Sampaio";1;"SIM";"FINALIZADO";134;22;14;2;2;174;5;5;5;5;20;6;3;1;10
568;"Juru";"Regional";15/12/11;"PB";"Juru, Manaíra, Princesa Isabel, São José de Princesa";4;"SIM";"FINALIZADO";30;30;14;4;2;80;5;5;6;4;20;1;4;1;6
569;"Malhador ";"Municipal";15/12/11;"SE";"Malhador ";1;"SIM";"FINALIZADO";16;12;3;0;2;33;5;5;5;5;20;2;2;1;5
570;"Matupá";"Regional";15/12/11;"MT";"Matupá, Marcelândia, Peixoto de Azevedo, Guarantã do Norte, Terra Nova do Norte, Nova Santa Helena, Itaúba, Nova Guarita e Novo Mundo";9;"SIM";"FINALIZADO";1;0;0;0;0;1;5;3;5;5;18;0;1;0;1
571;"Nova Ramada";"Municipal";15/12/11;"RS";"Nova Ramada";1;"SIM";"FINALIZADO";4;4;4;0;0;12;4;2;2;3;11;1;1;1;3
572;"Pedra Branca";"Municipal";15/12/11;"CE";"Pedra Branca";1;"SIM";"FINALIZADO";67;66;16;12;5;166;5;4;5;6;20;6;3;1;10
573;"Redenção";"Municipal";15/12/11;"CE";"Redenção";1;"SIM";"FINALIZADO";50;15;30;5;0;100;5;5;5;5;20;6;3;1;10
574;"São Gonçalo do Amarante";"Municipal";15/12/11;"CE";"São Gonçalo do Amarante";1;"SIM";"FINALIZADO";37;24;6;12;7;86;2;2;2;3;9;3;3;1;7
575;"São João da Barra";"Regional";15/12/11;"RJ";"São João da Barra, São Francisco de Itabapoana";2;"SIM";"FINALIZADO";26;56;21;11;13;127;5;4;6;5;20;6;2;2;10
576;"Tangará da Serra";"Municipal";15/12/11;"MT";"Tangará da Serra";1;"SIM";"FINALIZADO";1;1;1;0;0;3;5;4;5;5;19;0;1;0;1
577;"Alecrim";"Regional";16/12/11;"RS";"Alecrim, Alegria, Boa Vista do Buricá, Campina das Missões, Cândido Godói, Doutor Maurício Cardoso, Horizontina, Independência, Nova Candelária, Novo Machado, Porto Lucena, Porto Mauá, Porto Vera Cruz, Santa Rosa, Santo Cristo, São José do Inhacorá, Senador Salgado Filho, Três de Maio, Tucunduva, Tuparendi";20;"SIM";"FINALIZADO";12;48;2;2;0;64;3;6;5;6;20;8;7;2;17
